企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡市中山置业顾问有限公司荣巷分公司,江苏,无锡市,,王云理,有限责任公司分公司,2006-11-02,,无锡市滨湖区荣巷中荣119、120,,房地产营销策划、房地产信息咨询、房地产经纪、经济信息咨询的服务；房产经营；装饰装潢服务；企业形象策划与推广。（涉及专项审批的，须经批准后方可经营）,,,
无锡市中山置业顾问有限公司丁村分公司,江苏,无锡市,,王云理,有限责任公司分公司,2006-10-18,,无锡市崇安区广瑞路117-9,,房地产营销策划、房地产信息咨询、房地产经纪、经济信息咨询的服务；房产经营；装饰装潢服务；企业形象策划与推广。（以上经营范围涉及国家专项行政许可的，经许可后方经营）,,,
无锡市融昌置业顾问有限公司高塍分公司,江苏,无锡市,,魏智,有限责任公司分公司,2011-04-25,,宜兴市高塍镇塍北路57号,,许可经营项目：无。一般经营项目：房地产营销策划；楼盘销售；房地产中介；房地产咨询服务。,,,
江苏阳光置业发展有限公司无锡分公司,江苏,无锡市,,陈雅娟,有限责任公司分公司,2003-10-09,,无锡新区旺庄路138号-51011室,,许可经营项目：无 一般经营项目：为总公司承接房地产开发、出租、销售业务。（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）*,,0510-85450229,
无锡市有巢置业顾问有限公司淮南分公司,安徽,淮南市,,邹驰,有限责任公司分公司(自然人投资或控股),2009-05-04,,安徽省淮南市谢家集区平山街道（金宇办公楼内）,,房地产营销策划。,,,
无锡市恒明置业投资有限公司盐城分公司,江苏,盐城市,,徐清,有限责任公司分公司,2010-06-22,,盐城市盐都区龙冈镇坊桥居委会文化名苑9幢146室,,许可经营项目：无。一般经营项目：受所属公司委托洽谈业务。（F）,,,
无锡市恒明置业投资有限公司广瑞路分公司,江苏,无锡市,,殷平平,有限责任公司分公司,2011-05-09,,无锡市崇安区尚城绿园5-2,,许可经营项目：无。一般经营项目：营销策划（不含广告）；装饰装潢服务（不含资质）；建筑用材料、通用机械及配件、电气机械及器材、五金交电、装饰装修材料的销售。（上述经营范围涉及专项审批的，经批准后方可经营）*,,,
无锡市中山置业顾问有限公司太湖花园分公司,江苏,无锡市,,王云理,有限责任公司分公司,2005-12-16,,无锡市新区太湖花园二区317、318号,,房地产营销策划、房地产信息咨询、房地产经纪、经济信息咨询、装饰装潢服务、企业形象策划与推广、房产经营。（上述经营范围涉及专项审批的，经批准后《含证》方可经营）,,,
无锡易房置业顾问有限公司金域缇香分公司,江苏,无锡市,,王云燕,有限责任公司分公司,2014-01-03,,无锡市新区长江北路271-35,2431779906@qq.com,房产经纪服务、经济贸易咨询服务、家务服务；物业管理（凭有效资质证书经营）；展览展示服务、企业形象策划、礼仪服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,0510-82750793,0510-82111290；
上海城建置业销售有限公司无锡分公司,江苏,无锡市,91320214MA1MW85L9J,朱恩,有限责任公司分公司,2016-09-30,,无锡市新吴区天安智慧城1-103,850370221@qq.com,房屋销售；商务信息咨询（不含投资咨询）；设计、制作、代理、发布各类广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,0516-88919999,
惠州市万联置业投资有限公司无锡分公司,江苏,无锡市,,贺新忠,有限责任公司分公司,2010-06-02,,无锡市新区梅村锡梅路88号,,许可经营项目：无。一般经营项目：物业管理（凭有效资质经营）。（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）*,,,
无锡市吉品置业发展有限公司枣庄分公司,山东,枣庄市,,周文玉,有限责任公司分公司,2002-03-15,,枣庄市中区光明西路88号,,房地产开发（三级）、建材、装璜材料、家具，销售；装璜服务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,,,
无锡合通投资置业咨询有限公司明珠健身分公司,江苏,无锡市,,李焕明,有限责任公司分公司,2010-11-01,,无锡市中山路397、399-501、601,,"许可经营项目:预包装食品零售 一般经营项目:健身服务 (上述经营范围涉及专项审批的,经批准后方可经营)*",,,
无锡途家慢游居置业顾问有限公司锡山分公司,江苏,无锡市,,张浩,有限责任公司分公司,2015-03-06,,无锡市锡山区团结中路20号（嘉润公寓3号楼1702）,luluwang@tujia.com,房产经纪；为企业提供管理服务；计算机软硬件的技术开发、技术服务；企业管理咨询服务；贸易咨询服务；会议及展览服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,www.tujia.com,025-58933597,0510-81080707；
无锡市国力置业投资顾问有限公司上海分公司,上海,,,曹定忠,有限责任公司分公司（自然人投资或控股）,2005-01-21,,上海沪宜公路1号,,房产信息咨询服务（除经纪），商务信息咨询，财务管理咨询。（涉及行政许可的，凭许可证经营）。,,,
无锡市世贤置业有限公司南京分公司,江苏,南京市,,窦建民,有限责任公司分公司,1996-05-14,,南京市玄武区洪武北路29号,,销售金属材料；建筑材料；装饰材料；五金交电；针纺织品；农副产品（不含国家专控）；化工原料（不含化学危险品）；煤碳。,,,
无锡市荣耀置业有限公司黄山区甘棠分公司,安徽,黄山市,,黄坤生,有限责任公司分公司(自然人投资或控股),2002-11-15,,安徽省黄山市黄山区平湖东路,,房地产的开发（三级）、销售；物业管理、房产信息咨询、服务；建筑材料、装璜材料的销售；电动车的制造、加工、销售。,,,
无锡置信实业公司,江苏,无锡市,,吴国平,集体所有制,1993-09-01,1000万人民币元,无锡市马山区梅梁路26号（开发大厦七楼）,,房产投资、开发；金属材料、五金交电、建材、纺织品、普通机械的批发、零售。,,,
无锡星观达阵置业顾问有限公司吴江分公司,江苏,苏州市,,黄清峰,有限责任公司分公司,2005-04-07,,吴江市松陵镇仲英大道梅里公寓1-11号,,房产信息咨询服务；房地产营销策划咨询服务；装饰装潢服务。,,,
金光纸业(无锡)有限公司合肥分公司,安徽,合肥市,,孙宏洁,分公司,2013-01-17,,安徽省合肥市庐阳区金寨路327号国轩凯旋大厦616-617室,,"纸及其原料、纸制品、化工产品(除危险品)、机械设备及其零部件的批发和进出口业务(以上商品进出口不涉及国营贸易管理商品,涉及配额、许可证管理商品按国家有关规定办理申请)。",,,
无锡市金置物业管理有限公司,江苏,无锡市,,蒋兴东,有限责任公司,1996-10-07,50万人民币元,无锡市西新街后龙船浜2-1号201室,,房屋养护，房屋交易中介服务，装饰装璜服务（不含资质），房屋租赁（限无锡市金宇置业公司开发的房屋）。,,,
江阴华隆置业有限公司,江苏,无锡市,,陈仲宝,有限责任公司,,1000万人民币元,江阴市澄江街道绮山路姚家湾100号,,许可经营项目：房地产开发经营。一般经营项目：物业管理。,,,
江苏美中地利置业投资有限公司,江苏,无锡市,,华小明,有限责任公司,2003-11-13,1000万人民币元,无锡市人民东路29号3楼,,利用自有资金对外投资；对中小企业提供担保服务；房地产开发、房屋拆迁、房屋评估、绿化工程施工护养、建筑材料、金属材料、装璜材料、五金电器、电器机械及器材、化工原料（不含危险品）。（以上经营范围涉及专项审批的经批准后方可经营）。,,,
无锡同益房产代理有限公司,江苏,无锡市,,赵小琪,有限责任公司,2008-01-14,5万人民币元,无锡市新区梅村镇锡甘路475-327,,房屋买卖、房屋租赁、房屋置业担保（限本省行政区域内）、房地产交易、房屋权属登记代理服务；房地产咨询服务。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）,,,
无锡市灵点文化信息传播有限公司,江苏,无锡市,,许经伦,有限责任公司,2002-02-04,50万人民币元,无锡市中山路118号置业新天地515、516室,,设计、制作、代理及发布国内各类广告业务；装饰装潢服务（不含资质）；会务服务。,,,
上海亿润置业有限公司分公司,上海,,,吴 遥,有限责任公司分公司（自然人投资或控股）,1999-08-19,,杨浦区邯郸路98号（无锡大厦）甲楼1202室,,零售建筑材料。,,,
江苏阳光置业发展有限公司湖滨分公司,江苏,无锡市,,陈雅娟,有限责任公司分公司,2006-10-24,,无锡市新区梅村镇管委会大楼,,许可经营项目：无 一般经营项目：为公司联系业务。,,0510-85450229,
江苏阳光置业发展有限公司梁溪分公司,江苏,无锡市,,高玉华,有限责任公司分公司,2007-04-06,,无锡市新区梅村镇管委会大楼,,许可经营项目:房地产开发、销售、出租 一般经营项目:室内外装潢;物业管理;民用住宅内的水电安装,,,
无锡伟康生物科技有限公司常州分公司,江苏,常州市,,程千,有限责任公司分公司,2008-08-28,,钟楼区汇金置业广场3-418,,许可经营项目：保健食品的零售。一般经营项目：无,,,
贵州置地广场商业管理有限公司无锡分公司,江苏,无锡市,,朱秀英,台、港、澳投资公司分公司,2014-04-09,,无锡市南长区五星家园258号1105室,,为本公司联系业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
江苏途家置业顾问有限公司芦墟分公司,江苏,苏州市,91320509MA1MFY7Q0Q,庞古峰,有限责任公司分公司,2016-03-09,,苏州市吴江区黎里镇东北街牛舌头湾,mengzhang@tujia.com,房地产经纪，房地产咨询，物业管理，酒店管理，软件技术开发、咨询、服务，会议服务，经济贸易咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,13771977714,
江苏华润置地物业服务有限公司无锡分公司,江苏,无锡市,91320211MA1ML4FMX4,迟峰,有限责任公司分公司,2016-05-19,,无锡市滨湖区太湖国际二街区30-208,,"预包装食品的批发与零售;物业管理;房屋维修;物业顾问;室内装饰;绿化养护;房屋租售代理;建筑材料、百货的销售;停车场管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡市露喜服装店,江苏,无锡市,,周婷,个体工商户,2007-11-09,5万人民币元,无锡市保利广场8号保利置业有限公司金陵大饭店分公司一楼,,服装、饰品、鞋帽、箱包的零售。,,,
南长区倾城置业房产中介服务部,江苏,无锡市,,李东,个体工商户,2012-07-19,8万人民币元,无锡市中北新村47-3,,许可经营项目：无 一般经营项目：房产中介、房产信息咨询服务。（上述经营范围涉及许可证、专项审批的，经批准取得有效证件后方可经营）*,,,
宜兴市新南方置业信息有限公司广厦分公司,江苏,无锡市,,许成竹,,,,,,,,,
宜兴市半岛花园置业有限公司,江苏,无锡市,,黄伟,,,,,,,,,
宜兴市农工商置业发展有限公司,江苏,无锡市,,吴益洪,,,,,,,,,
江阴市上昇置业有限公司,江苏,无锡市,,,,,,,,,,,
宜兴静乐置业有限公司,江苏,无锡市,,,,,,,,,,,
宜兴市保利置业有限公司,江苏,无锡市,,陈雄伟,,,,,,,,,
江阴市民汇置业有限公司,江苏,无锡市,,施建良,,,,,,,,,
江阴市新龚置业有限公司,江苏,无锡市,,吴世平,,,,,,,,,
江阴澄和置业有限公司,江苏,无锡市,,林纬,,,,,,,,,
宜兴万流置业有限公司,江苏,无锡市,,尹完默,,,,,,,,,
