企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡安家房展有限公司,江苏,无锡市,,胡瑜,有限责任公司,2010-03-22,500万人民币元,无锡市南长区红星路与太湖大道交叉口金星大厦1-2层,,许可经营项目:无 一般经营项目:房产经纪;展览展示服务;会务服务;物业管理;装饰装潢服务(不含资质);对房地产行业进行投资;日用品、建材、工艺品的销售。(上述经营范围涉及专项审批的经批准后方可经营)*,,,
无锡土流信息技术有限公司,江苏,无锡市,,刘庭,有限责任公司,2014-06-26,100万人民币元,无锡市广益路287-801,13861823520@163.com,计算机信息技术的开发；商务信息咨询、企业管理咨询；计算机软件的技术开发；房产经纪；组织策划文化艺术交流活动；展览展示服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,13861823520,
无锡市梁溪通信有限责任公司邮电器材分公司,江苏,无锡市,,金亚平,有限责任公司分公司,1997-12-12,,黄巷乡民丰路（市邮电局房产内）,,通信设备（不含发射装置）、五金交电的销售。,,,
无锡鑫凯瑞文化传媒有限公司,江苏,无锡市,91320202MA1MUCAE3Y,高明根,有限责任公司,2016-09-13,200万人民币元,无锡市长庆路16-2,2154132461@qq.com,"设计、制作、代理和发布各类广告;广播电视节目的制作;电影的制作、发行与放映;组织策划文化艺术交流活动;文学创作服务、培训服务(不含发证、不含国家统一认可的职业证书类培训);为电影拍摄提供技术咨询、技术服务;服装、摄影器材的租赁(不含融资租赁);...房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13003313310,
无锡鲁明工业服务外包有限公司,江苏,无锡市,91320200MA1NUJC28E,曹广明,有限责任公司(自然人独资),2017-04-25,500万人民币元,无锡市南湖大道588号内613-U27室,15261541666@136.com,"以承接服务外包方式从事电力电子元器件的技术开发、技术转让、制造及检测服务;电子产品的技术开发、技术服务、技术转让、技术咨询;通用零部件、模具、电力电子元器件、日用杂品的销售;电子产品、通讯设备(不含卫星广播电视地面...房产经纪服务;装饰装潢服务(不含资质)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15261541666,
南长区简格房产信息咨询服务部,江苏,无锡市,,梅云娣,个体工商户,2010-06-30,,无锡市扬名新村5号102室,,房产信息咨询服务（以上经营范围涉及许可证、专项审批的，经批准取得有效证件后方可经营），棋牌娱乐服务（国家禁止的除外）。,,,
惠山区长安来依房产信息咨询服务部,江苏,无锡市,92320206MA1R61W02J,王晓艳,个体工商户,2017-09-14,50万人民币元,无锡市惠山区长宁苑14号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
滨湖区房仕家房产信息咨询服务部,江苏,无锡市,92320211MA1P842M9H,邓浩,个体工商户,2017-06-20,10万人民币元,无锡市华庄街道金泰新村107幢105室,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区钱桥锦富房产咨询服务部,江苏,无锡市,92320206MA1TE2HX53,孙娅娜,个体工商户,2017-12-06,10万人民币元,无锡市惠山区钱桥五洲装饰城E7-3112,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,18601587601,
梁溪区永瑞房产信息咨询服务部,江苏,无锡市,92320213MA1NCUDU59,罗进荣,个体工商户,2017-02-09,5万人民币元,无锡市丰泽苑1-18号（第二间）,,房产经纪信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区玉祁吉鑫房产中介服务部,江苏,无锡市,92320206MA1R6E4D62,吴鹏飞,个体工商户,2017-09-18,8万人民币元,无锡市惠山区玉祁街道海瑞路10-17,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
南长区君合房产中介服务部,江苏,无锡市,92320213MA1NT86F0Q,江瑶筠,个体工商户,2011-03-04,3万人民币元,无锡市南长区通扬南路100-5号,,房产中介的服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区鼎千房产信息咨询服务部,江苏,无锡市,,王泽群,个体工商户,2015-08-24,10万人民币元,无锡市惠山区吴韵路321号惠山万达商业广场138幢A座1222室,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区堰桥千诺房产信息咨询服务部,江苏,无锡市,92320206MA1NB7GHXX,张晓云,个体工商户,2014-09-16,1万人民币元,无锡市惠山区堰桥街道长安长宁路50号,,"房产信息咨询服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡新京杭钢材市场经营管理有限公司,江苏,无锡市,,李文胤,有限责任公司,2010-07-21,6000万人民币元,无锡市惠山区洛社镇新苑路18号,,许可经营项目：无 一般经营项目：市场设施的租赁和经营管理；市场管理服务；物业管理（凭有效资质证书经营）；机械设备出租（不含融资租赁）；投资管理与咨询（不含证券期货类）；房产中介服务；自有房屋的出租；受托资产管理（不含国有资产）；金属材料的剪切加工；搬运装卸。（上述范围涉及专项审批的，经批准后方可经营...,,,
浙江和享控股有限公司无锡分公司,江苏,无锡市,91320211MA1P5P7G28,胡桂兰,有限责任公司分公司,2017-06-08,,无锡市太湖西大道1188-2-4305,,"软件开发;计算机网络技术、软硬件技术的开发、咨询、服务、转让;软件的批发、零售;汽车租赁(不含融资租赁);二手车经纪;汽车信息咨询;商务信息咨询(不含证券、期货类);经济贸易咨询;会计咨询;企业管理咨询;房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡振缘人力资源有限公司,江苏,无锡市,,唐小祥,有限责任公司,2005-01-25,10万人民币元,无锡新区春潮花园一区商业街1-87号,,为境内用人单位和求职者开展登记服务、推荐介绍、咨询服务、职业指导；经济信息咨询服务；房产中介服务。（上述经营范围涉及专项审批的，经批准后〈含证〉方可经营）,,,
深圳市建筑装饰(集团)有限公司无锡分公司,江苏,无锡市,913202113139216792,陈岗,有限责任公司分公司,2014-08-20,,无锡市滨湖区新梁溪人家136号309-20,108720776@qq.com,"室内装饰工程、空气调节工程、自控及特装吊架工程、铝质工程、防水堵漏工程、建筑幕墙工程、钢结构工程、建筑智能化工程、园林绿化工程、庭院绿化工程的设计及施工;金属门窗、机电设备安装;卫生洁具的销售;自有房产租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13798429683,0755-82525507；0755-82525768；
无锡市广联不动产顾问有限公司五爱分公司,江苏,无锡市,,窦玲玲,有限责任公司分公司,2009-08-19,,无锡市南长区五爱路148-3号,,许可经营项目：无。一般经营项目：房地产投资咨询；房产经纪、中介；经济信息中介服务；企业形象设计咨询及策划；装饰装潢服务。（上述经营范围涉及许可证、专项审批的，经批准取得有效证件后方可经营）*,,,
新区易居房产信息咨询服务部,江苏,无锡市,,陈晓惠,个体工商户,2012-07-02,5万人民币元,无锡市新区振奋路杨沟水巷22号之13,,房产信息咨询服务。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）,,18961772392,
北塘区恋之家房产信息咨询服务部,江苏,无锡市,92320213MA1NC7LF0L,董安阳,个体工商户,2013-10-24,2万人民币元,无锡市北塘区印染新村24-2,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
滨湖区朱敏房产信息咨询服务部,江苏,无锡市,,朱敏,个体工商户,2012-06-13,1万人民币元,无锡市滨湖区隐秀苑99号门面房,,房产信息咨询服务(涉及专项审批的待批准后方可经营)（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
崇安区世纪新源房产信息咨询服务部,江苏,无锡市,,周江,个体工商户,2013-06-21,5万人民币元,无锡市金科东方水榭44-4406,,许可经营项目：无 一般经营项目：房产信息咨询服务。（经营范围涉及专项审批的，经批准后方可经营）*,,,
梁溪区前程锦房产信息咨询服务部,江苏,无锡市,92320213MA1NUM5A79,杨晓程,个体工商户,2017-04-25,5万人民币元,无锡市金星科技园1号第二层205室,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区前洲宜居家房产中介服务部,江苏,无锡市,92320206MA1QFP5R55,王佑琼,个体工商户,2017-09-07,1万人民币元,无锡市惠山区前洲街道老农贸市场东区35号,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
无锡易房置业顾问有限公司北大街分公司,江苏,无锡市,91320213MA1URD367G,王云燕,有限责任公司分公司,2015-09-08,,无锡市北塘区颐和湾公寓8-18,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务、物业管理(凭有效资质证书经营)、展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82615662；
无锡海力商务咨询服务有限公司,江苏,无锡市,,尹馥,有限责任公司(自然人独资),2008-01-09,10万人民币元,无锡新区长江北路6号810室,,商务咨询，企业管理咨询，社会经济信息咨询，投资咨询，房产信息咨询；企业登记代理服务，翻译服务。（上述经营范围涉及国家专项行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）,,,
无锡明复投资顾问有限公司,江苏,无锡市,,杜明,有限责任公司,2010-04-23,1000万人民币元,无锡市滨湖区锦溪路100号,,许可经营项目：无 一般经营项目：资产管理（不含国有资产）；投资咨询（不含证券、期货类）；企业管理；企业管理咨询；工程项目咨询；商务信息咨询；财务管理咨询；房产交易咨询；企业形象策划。上述经营范围中涉及专项审批的待批准后方可经营。,,13101979888,
无锡全宇经贸有限公司,江苏,无锡市,91320213737816522J,陆剑峰,有限责任公司,2002-04-19,30万人民币元,无锡市扬名镇五星村后张婆10号,519559698@qq.com,"房产信息咨询服务、经济信息咨询服务、清洗服务(不含专项许可项目)、装饰装潢服务(不含资质);百货、针纺织品、劳保用品、五金交电、金属材料、建筑材料、装饰材料、橡塑制品、电器机械及器材、化工产品及原料(不含危险品)的零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85756670,13357906347；
无锡学乐源教育信息咨询有限公司,江苏,无锡市,91320213MA1P4TQF0C,刘桂花,有限责任公司(自然人独资),2017-06-05,10万人民币元,无锡市中山路388号B区2楼,,"教育信息咨询,旅游信息咨询、贸易咨询;培训服务(不含发证、不含国家统一认可的职业证书类培训):户外拓展训练(不含高危体育项目);教学设备的销售;利用自有资金对外投资;...会议及展览服务、园林绿化服务、房产中介;教育软件的技术开发、技术咨询、技术服务、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡诚睿工业服务外包有限公司,江苏,无锡市,91320214MA1N01Y093,刘玉宝,有限责任公司,2016-11-16,500万人民币元,无锡市新吴区米兰花园55-1104,TOYOTOMI01@163.com,"以承接服务外包方式从事电力电子元器件的技术开发、技术转让、制造及检测服务;电子产品的技术开发、技术服务、技术转让、技术咨询;通用零部件、模具、电子产品、电力电子元器件的销售;...房产经纪服务;装饰装修服务;日用品的销售;人才中介服务(凭有效许可证经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13861748459,
